SRデンタルクリニック,東京都品川区大崎2-11-1　大崎ウィズシティテラス203（2）,東京都,院長 佐藤 隆太,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人堅心会　ヒロデンタルクリニック,埼玉県川越市大字的場565-1,埼玉県,堅木　浩樹,顎顔面口腔領域PRGF-Endoret療法,日本薬事法務学会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人開成会　ハシモトデンタルオフィス　花園分院,大阪府東大阪市稲葉三丁目11番22号田中ビル2階,大阪府,叶松 亜希子,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
えなつ歯科・矯正クリニック,鹿児島県鹿児島市武3丁目10 - 4,鹿児島,江夏　国禎,インプラントの周囲に用いる自家血由来の濃縮血小板フィブリンゲル,大阪大学第一特定認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
ひまわり歯科,島根県浜田市国分町1981-130,島根県,院長 岡本 康宏,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人孝奏会　なかじま歯科クリニック,大阪府枚方市宮之下町7番22号ABCセンター1階,大阪府,院長 中島 奈津紀,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団聖雅会　原田デンタルオフィス米子分院,鳥取県米子市中島二丁目1番5号,鳥取県,院長 原田 雅夫,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
いすの木デンタルクリニック,沖縄県宜野湾市新城1-5-12,沖縄県,院長 砂川 敏博,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人とよつ歯科・矯正歯科,大阪府吹田市出口町26番1号,大阪府,院長 氣比 洋彰,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
里村歯科クリニック,群馬県高崎市吉井町池1488-2,群馬県,院長 里村 正幸,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人幸恵会カツベ歯科クリニック,大阪府大阪市北区曽根崎二丁目12番4号コフレ梅田3階,大阪府,院長 勝部 義明,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
庄野歯科医院,徳島県徳島市中島田町二丁目39番,徳島県,院長　庄野　太一郎,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団ブライトデンタルケア　船橋リボン歯科・矯正歯科,千葉県船橋市本町1-31-25　スミレビル3F,千葉県,平尾　充,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団　進和会　あさだ歯科口腔クリニック,東京都葛飾区東四つ木2-17-14,東京都,朝田和夫,顎顔面口腔領域PRGF－Endoret療法,日本薬事法務学会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
いさわスマイル歯科,山梨県笛吹市石和町今井24-12,山梨県,院長 村上 舜司,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団歯笑会久保歯科医院,東京都江東区大島六丁目8番21号第3東栄ビル2F,東京都,院長 久保 秀二,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団歯笑会久保歯科医院,東京都江東区大島六丁目8番21号第3東栄ビル2F,東京都,院長 久保 秀二,自己血由来成分PRPを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団 健晃会　よつば歯科クリニック,東京都江戸川区中央四丁目8番4号プラネットハイム1階,東京都,院長　大田 雅樹,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
武蔵デンタルクリニック,北海道旭川市1条通23丁目11-39,北海道,院長 武蔵　章,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人櫻陽会たなか歯科クリニック,大阪府松原市天美南二丁目197番地の5,大阪府,院長 福井 麻紀,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
山田歯科医院,岡山県倉敷市吉岡561-15,岡山県,院長 山田 恵子,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人錦秀会　阪和第二泉北病院,大阪府堺市中区深井北町3176番地,大阪府,管理者 北風 政史,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人 なかの歯科,三重県伊勢市楠部町458番地1,三重県,院長 中野 稔也,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
間仁田歯科医院,群馬県高崎市大橋町130,群馬県,院長 間仁田 浩一,CGF(PRF)（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
福地歯科医院,佐賀県佐賀市鍋島3-2-14,佐賀県,院長 福地　康浩,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
和歌山こまつ歯科,和歌山県和歌山市新中島67-1,和歌山,院長 小松 誉和,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
大西歯科モノレールビルクリニック,東京都港区浜松町2-4-12モノレールビル1F,東京都,院長 大西 祥文,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
はちやデンタルクリニック,東京都渋谷区神宮前1-9-30 2F,東京都,院長 八矢 豊与海,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
ながのデンタルオフィス,茨城県猿島郡境町伏木1321-3,茨城県,院長 長野 泰弘,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
藤崎駅ビル歯科,福岡県福岡市早良区藤崎1-1-40 藤崎駅ビル5F,福岡県,院長 文森　健一,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
大関歯科医院,埼玉県さいたま市浦和区岸町3-15-12,埼玉県,院長 大関 豊岳,自己血由来成分PRFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団秋桜会　ファーストデンタルクリニックさくら,沖縄県浦添市宮城三丁目3番1号,沖縄県,院長 田熊 啓弘,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人宝翔会　中井歯科医院,大阪府八尾市東久宝寺三丁目11番7号,大阪府,院長 中井 康壽,自己血由来成分CGFを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団重久会　ポートスクエア歯科クリニック,千葉県千葉市中央区問屋町1番35号千葉ポートサイドタワー5階,千葉県,院長 湯浅 算章,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人聖和会　ゲン歯科クリニック,福岡県福岡市博多区博多駅東二丁目2番13号,福岡県,院長 元 永三,自己血由来血小板を利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
ほり歯科クリニック,東京都世田谷区桜丘3-24-2第一山ビル2F,東京都,院長 堀 文隆,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
ほり歯科クリニック,東京都世田谷区桜丘3-24-2第一山ビル2F,東京都,院長 堀 文隆,PRPを用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人開成会　ハシモトデンタルオフィス,大阪府大阪市西区土佐堀一丁目3番7号 肥後橋シミズビル3階,大阪府,院長 橋本 宝恵,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人八木歯科,滋賀県大津市神領一丁目12−15,滋賀県,院長 八木 正樹,自己血由来成分PRGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団ひかり　ひかり歯科クリニック,埼玉県熊谷市赤城町三丁目60番地3、 第3ミナモトビル2階,埼玉県,吉田　和正,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
吉田歯科医院,大阪府大阪市東成区大今里西1-26-5 ロハスプラザ今里201号,大阪府,医院長 吉田 健二,自己血由来成分PRFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
きむら歯科,広島県広島市東区中山西2-6-15,広島県,院長 木村 太言,自己血由来成分CGFを利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
山道歯科医院,福岡県福岡市中央区天神3-5-13,福岡県,院長　山道　信之,PRF（自家多血小板フィブリン）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
山道歯科医院,福岡県福岡市中央区天神3-5-13,福岡県,院長 山道　信之,PRP（自家多血小板血漿）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
